,row,column,imputed_value
1675,141,Destination_PSO J318.5-22,0.0
1676,141,Destination_TRAPPIST-1e,0.0
1677,8204,Cabin_num,1373
1678,8204,Deck_A,0.0
1679,8204,Deck_B,0.0
1680,8204,Deck_C,0.0
1681,8204,Deck_D,0.0
1682,8204,Deck_E,0.0
1683,8204,Deck_F,0.0
1684,8204,Deck_G,1.0
1685,8204,Deck_T,0.0
1686,8204,Side_P,1.0
1687,8204,Side_S,0.0
1688,503,HomePlanet_Earth,0.0
1689,503,HomePlanet_Europa,1.0
1690,503,HomePlanet_Mars,0.0
1691,6929,VRDeck,3145.0
1692,8036,Cabin_num,1104
1693,8036,Deck_A,0.0
1694,8036,Deck_B,0.0
1695,8036,Deck_C,0.0
1696,8036,Deck_D,0.0
1697,8036,Deck_E,0.0
1698,8036,Deck_F,0.0
1699,8036,Deck_G,1.0
1700,8036,Deck_T,0.0
1701,8036,Side_P,1.0
1702,8036,Side_S,0.0
1703,5577,Age,5.0
1704,3842,ShoppingMall,0.0
1705,999,RoomService,15.0
1706,8517,HomePlanet_Earth,1.0
1707,8517,HomePlanet_Europa,0.0
1708,8517,HomePlanet_Mars,0.0
1709,6920,HomePlanet_Earth,0.0
1710,6920,HomePlanet_Europa,0.0
1711,6920,HomePlanet_Mars,1.0
1712,1407,CryoSleep,0.0
1713,1773,Cabin_num,161
1714,1773,Deck_A,0.0
1715,1773,Deck_B,1.0
1716,1773,Deck_C,0.0
1717,1773,Deck_D,0.0
1718,1773,Deck_E,0.0
1719,1773,Deck_F,0.0
1720,1773,Deck_G,0.0
1721,1773,Deck_T,0.0
1722,1773,Side_P,0.0
1723,1773,Side_S,1.0
1724,7435,CryoSleep,0.0
1725,2354,Spa,2590.0
1726,1203,VIP,0.0
1727,88,ShoppingMall,0.0
1728,817,Age,41.0
1729,1006,HomePlanet_Earth,1.0
1730,1006,HomePlanet_Europa,0.0
1731,1006,HomePlanet_Mars,0.0
1732,2019,VRDeck,0.0
1733,2441,Age,19.0
1734,3352,Destination_55 Cancri e,0.0
1735,3352,Destination_PSO J318.5-22,0.0
1736,3352,Destination_TRAPPIST-1e,1.0
1737,1185,Spa,0.0
1738,8350,FoodCourt,2034.0
1739,6507,VIP,0.0
1740,8457,CryoSleep,0.0
1741,3486,CryoSleep,0.0
1742,7292,HomePlanet_Earth,1.0
1743,7292,HomePlanet_Europa,0.0
1744,7292,HomePlanet_Mars,0.0
1745,1309,HomePlanet_Earth,1.0
1746,1309,HomePlanet_Europa,0.0
1747,1309,HomePlanet_Mars,0.0
1748,5764,HomePlanet_Earth,1.0
1749,5764,HomePlanet_Europa,0.0
1750,5764,HomePlanet_Mars,0.0
1751,549,FoodCourt,878.0
1752,549,Destination_55 Cancri e,1.0
1753,549,Destination_PSO J318.5-22,0.0
1754,549,Destination_TRAPPIST-1e,0.0
1755,809,HomePlanet_Earth,0.0
1756,809,HomePlanet_Europa,1.0
1757,809,HomePlanet_Mars,0.0
1758,1759,HomePlanet_Earth,1.0
1759,1759,HomePlanet_Europa,0.0
1760,1759,HomePlanet_Mars,0.0
1761,2235,HomePlanet_Earth,1.0
1762,2235,HomePlanet_Europa,0.0
1763,2235,HomePlanet_Mars,0.0
1764,982,Cabin_num,45
1765,982,Deck_A,0.0
1766,982,Deck_B,1.0
1767,982,Deck_C,0.0
1768,982,Deck_D,0.0
1769,982,Deck_E,0.0
1770,982,Deck_F,0.0
1771,982,Deck_G,0.0
1772,982,Deck_T,0.0
1773,982,Side_P,1.0
1774,982,Side_S,0.0
1775,284,Age,14.0
1776,284,ShoppingMall,0.0
1777,3455,RoomService,960.0
1778,1338,FoodCourt,6007.0
1779,5484,Destination_55 Cancri e,0.0
1780,5484,Destination_PSO J318.5-22,0.0
1781,5484,Destination_TRAPPIST-1e,1.0
1782,568,Age,36.0
1783,568,VIP,0.0
1784,4960,FoodCourt,0.0
1785,7672,VRDeck,0.0
1786,4508,Destination_55 Cancri e,0.0
1787,4508,Destination_PSO J318.5-22,0.0
1788,4508,Destination_TRAPPIST-1e,1.0
1789,7284,Spa,2152.0
1790,8593,CryoSleep,0.0
1791,926,VIP,0.0
1792,5624,FoodCourt,1374.0
1793,5189,VIP,0.0
1794,6255,Spa,0.0
1795,7658,Age,22.0
1796,5318,HomePlanet_Earth,0.0
1797,5318,HomePlanet_Europa,1.0
1798,5318,HomePlanet_Mars,0.0
1799,7047,RoomService,83.0
1800,37,RoomService,848.0
1801,2345,ShoppingMall,0.0
1802,5492,Age,23.0
1803,5770,Cabin_num,287
1804,5770,Deck_A,0.0
1805,5770,Deck_B,1.0
1806,5770,Deck_C,0.0
1807,5770,Deck_D,0.0
1808,5770,Deck_E,0.0
1809,5770,Deck_F,0.0
1810,5770,Deck_G,0.0
1811,5770,Deck_T,0.0
1812,5770,Side_P,0.0
1813,5770,Side_S,1.0
1814,482,Age,27.0
1815,6485,RoomService,0.0
1816,7816,CryoSleep,0.0
1817,6452,HomePlanet_Earth,0.0
1818,6452,HomePlanet_Europa,0.0
1819,6452,HomePlanet_Mars,1.0
1820,6287,ShoppingMall,1265.0
1821,1369,Spa,0.0
1822,2565,Destination_55 Cancri e,0.0
1823,2565,Destination_PSO J318.5-22,0.0
1824,2565,Destination_TRAPPIST-1e,1.0
1825,2109,RoomService,395.0
1826,1842,VIP,0.0
1827,1421,CryoSleep,1.0
1828,3915,FoodCourt,2236.0
1829,3915,Destination_55 Cancri e,1.0
1830,3915,Destination_PSO J318.5-22,0.0
1831,3915,Destination_TRAPPIST-1e,0.0
1832,5090,Cabin_num,489
1833,5090,Deck_A,0.0
1834,5090,Deck_B,0.0
1835,5090,Deck_C,0.0
1836,5090,Deck_D,0.0
1837,5090,Deck_E,0.0
1838,5090,Deck_F,1.0
1839,5090,Deck_G,0.0
1840,5090,Deck_T,0.0
1841,5090,Side_P,1.0
1842,5090,Side_S,0.0
1843,1077,Cabin_num,197
1844,1077,Deck_A,0.0
1845,1077,Deck_B,0.0
1846,1077,Deck_C,1.0
1847,1077,Deck_D,0.0
1848,1077,Deck_E,0.0
1849,1077,Deck_F,0.0
1850,1077,Deck_G,0.0
1851,1077,Deck_T,0.0
1852,1077,Side_P,0.0
1853,1077,Side_S,1.0
1854,750,VRDeck,1379.0
1855,4954,FoodCourt,2498.0
1856,6864,Age,22.0
1857,7440,Destination_55 Cancri e,0.0
1858,7440,Destination_PSO J318.5-22,0.0
1859,7440,Destination_TRAPPIST-1e,1.0
1860,5285,Cabin_num,48
1861,5285,Deck_A,0.0
1862,5285,Deck_B,1.0
1863,5285,Deck_C,0.0
1864,5285,Deck_D,0.0
1865,5285,Deck_E,0.0
1866,5285,Deck_F,0.0
1867,5285,Deck_G,0.0
1868,5285,Deck_T,0.0
1869,5285,Side_P,0.0
1870,5285,Side_S,1.0
1871,5488,CryoSleep,0.0
1872,8151,VIP,0.0
1873,2641,CryoSleep,0.0
1874,2641,VIP,0.0
1875,2641,VRDeck,1245.0
1876,1059,RoomService,0.0
1877,2145,ShoppingMall,3033.0
1878,7960,Spa,1212.0
1879,4282,Age,8.0
1880,4989,Spa,917.0
1881,2142,Spa,0.0
1882,5588,RoomService,187.0
1883,4784,Cabin_num,928
1884,4784,Deck_A,0.0
1885,4784,Deck_B,0.0
1886,4784,Deck_C,0.0
1887,4784,Deck_D,0.0
1888,4784,Deck_E,0.0
1889,4784,Deck_F,0.0
1890,4784,Deck_G,1.0
1891,4784,Deck_T,0.0
1892,4784,Side_P,0.0
1893,4784,Side_S,1.0
1894,1109,VIP,0.0
1895,2810,CryoSleep,0.0
1896,5683,Age,31.0
1897,3587,Destination_55 Cancri e,0.0
1898,3587,Destination_PSO J318.5-22,0.0
1899,3587,Destination_TRAPPIST-1e,1.0
1900,2957,RoomService,343.0
1901,3046,Cabin_num,210
1902,3046,Deck_A,0.0
1903,3046,Deck_B,1.0
1904,3046,Deck_C,0.0
1905,3046,Deck_D,0.0
1906,3046,Deck_E,0.0
1907,3046,Deck_F,0.0
1908,3046,Deck_G,0.0
1909,3046,Deck_T,0.0
1910,3046,Side_P,1.0
1911,3046,Side_S,0.0
1912,1141,VIP,0.0
1913,5738,Spa,0.0
1914,2600,RoomService,54.0
1915,7218,FoodCourt,3337.0
1916,2709,Cabin_num,145
1917,2709,Deck_A,0.0
1918,2709,Deck_B,0.0
1919,2709,Deck_C,0.0
1920,2709,Deck_D,0.0
1921,2709,Deck_E,0.0
1922,2709,Deck_F,1.0
1923,2709,Deck_G,0.0
1924,2709,Deck_T,0.0
1925,2709,Side_P,1.0
1926,2709,Side_S,0.0
1927,5340,VRDeck,2032.0
1928,1574,Spa,958.0
1929,440,HomePlanet_Earth,0.0
1930,440,HomePlanet_Europa,0.0
1931,440,HomePlanet_Mars,1.0
1932,719,ShoppingMall,1922.0
1933,4440,FoodCourt,4178.0
1934,5074,CryoSleep,0.0
1935,5990,HomePlanet_Earth,1.0
1936,5990,HomePlanet_Europa,1.0
1937,5990,HomePlanet_Mars,0.0
1938,7405,Destination_55 Cancri e,0.0
1939,7405,Destination_PSO J318.5-22,0.0
1940,7405,Destination_TRAPPIST-1e,1.0
1941,3342,ShoppingMall,3929.0
1942,2879,VIP,0.0
1943,1757,VRDeck,3121.0
1944,790,Cabin_num,1243
1945,790,Deck_A,0.0
1946,790,Deck_B,0.0
1947,790,Deck_C,0.0
1948,790,Deck_D,0.0
1949,790,Deck_E,0.0
1950,790,Deck_F,1.0
1951,790,Deck_G,0.0
1952,790,Deck_T,0.0
1953,790,Side_P,0.0
1954,790,Side_S,1.0
1955,800,CryoSleep,0.0
1956,2147,FoodCourt,0.0
1957,5780,VIP,0.0
1958,4500,VRDeck,3426.0
1959,7348,HomePlanet_Earth,0.0
1960,7348,HomePlanet_Europa,0.0
1961,7348,HomePlanet_Mars,1.0
1962,1972,Cabin_num,135
1963,1972,Deck_A,0.0
1964,1972,Deck_B,0.0
1965,1972,Deck_C,0.0
1966,1972,Deck_D,0.0
1967,1972,Deck_E,1.0
1968,1972,Deck_F,0.0
1969,1972,Deck_G,0.0
1970,1972,Deck_T,0.0
1971,1972,Side_P,0.0
1972,1972,Side_S,1.0
1973,8366,RoomService,468.0
1974,1058,RoomService,1079.0
1975,1955,RoomService,0.0
1976,7349,VIP,0.0
1977,8385,HomePlanet_Earth,1.0
1978,8385,HomePlanet_Europa,0.0
1979,8385,HomePlanet_Mars,0.0
1980,1787,RoomService,1609.0
1981,6069,VIP,0.0
1982,6069,ShoppingMall,356.0
1983,5526,Destination_55 Cancri e,0.0
1984,5526,Destination_PSO J318.5-22,0.0
1985,5526,Destination_TRAPPIST-1e,1.0
1986,7035,Spa,1570.0
1987,705,VRDeck,3886.0
1988,4102,FoodCourt,3400.0
1989,3280,Cabin_num,806
1990,3280,Deck_A,0.0
1991,3280,Deck_B,0.0
1992,3280,Deck_C,0.0
1993,3280,Deck_D,0.0
1994,3280,Deck_E,0.0
1995,3280,Deck_F,0.0
1996,3280,Deck_G,1.0
1997,3280,Deck_T,0.0
1998,3280,Side_P,1.0
1999,3280,Side_S,0.0
2000,8625,FoodCourt,1042.0
2001,8625,Spa,631.0
2002,7308,CryoSleep,0.0
2003,6932,Spa,1139.0
2004,1255,ShoppingMall,1393.0
2005,4226,VRDeck,2037.0
2006,2190,FoodCourt,1355.0
2007,7549,ShoppingMall,2291.0
2008,959,Destination_55 Cancri e,0.0
2009,959,Destination_PSO J318.5-22,0.0
2010,959,Destination_TRAPPIST-1e,1.0
2011,7848,Cabin_num,0
2012,7848,Deck_A,0.0
2013,7848,Deck_B,1.0
2014,7848,Deck_C,0.0
2015,7848,Deck_D,0.0
2016,7848,Deck_E,0.0
2017,7848,Deck_F,0.0
2018,7848,Deck_G,0.0
2019,7848,Deck_T,0.0
2020,7848,Side_P,0.0
2021,7848,Side_S,1.0
2022,6228,CryoSleep,0.0
2023,5537,VIP,0.0
2024,8648,Destination_55 Cancri e,0.0
2025,8648,Destination_PSO J318.5-22,0.0
2026,8648,Destination_TRAPPIST-1e,1.0
2027,1618,CryoSleep,0.0
2028,5490,Age,33.0
2029,6039,Cabin_num,135
2030,6039,Deck_A,0.0
2031,6039,Deck_B,0.0
2032,6039,Deck_C,0.0
2033,6039,Deck_D,0.0
2034,6039,Deck_E,1.0
2035,6039,Deck_F,0.0
2036,6039,Deck_G,0.0
2037,6039,Deck_T,0.0
2038,6039,Side_P,0.0
2039,6039,Side_S,1.0
2040,6074,CryoSleep,0.0
2041,6074,RoomService,884.0
2042,5535,FoodCourt,2253.0
2043,2575,CryoSleep,0.0
2044,2751,HomePlanet_Earth,1.0
2045,2751,HomePlanet_Europa,0.0
2046,2751,HomePlanet_Mars,0.0
2047,7063,VRDeck,0.0
2048,5062,CryoSleep,0.0
2049,2775,FoodCourt,1493.0
2050,2775,HomePlanet_Earth,1.0
2051,2775,HomePlanet_Europa,0.0
2052,2775,HomePlanet_Mars,0.0
2053,8218,VRDeck,798.0
2054,8487,Cabin_num,164
2055,8487,Deck_A,0.0
2056,8487,Deck_B,1.0
2057,8487,Deck_C,0.0
2058,8487,Deck_D,0.0
2059,8487,Deck_E,0.0
2060,8487,Deck_F,0.0
2061,8487,Deck_G,0.0
2062,8487,Deck_T,0.0
2063,8487,Side_P,0.0
2064,8487,Side_S,1.0
2065,574,ShoppingMall,0.0
2066,574,VRDeck,0.0
2067,3618,Destination_55 Cancri e,1.0
2068,3618,Destination_PSO J318.5-22,0.0
2069,3618,Destination_TRAPPIST-1e,0.0
2070,1107,CryoSleep,0.0
2071,5292,FoodCourt,0.0
2072,5292,VRDeck,0.0
2073,5337,ShoppingMall,1106.0
2074,7799,RoomService,0.0
2075,7799,Cabin_num,100
2076,7799,Deck_A,0.0
2077,7799,Deck_B,1.0
2078,7799,Deck_C,0.0
2079,7799,Deck_D,0.0
2080,7799,Deck_E,0.0
2081,7799,Deck_F,0.0
2082,7799,Deck_G,0.0
2083,7799,Deck_T,0.0
2084,7799,Side_P,1.0
2085,7799,Side_S,0.0
2086,4232,HomePlanet_Earth,1.0
2087,4232,HomePlanet_Europa,0.0
2088,4232,HomePlanet_Mars,0.0
2089,52,Age,63.0
2090,6290,CryoSleep,1.0
2091,6351,Age,17.0
2092,8553,Destination_55 Cancri e,0.0
2093,8553,Destination_PSO J318.5-22,0.0
2094,8553,Destination_TRAPPIST-1e,1.0
2095,5414,ShoppingMall,374.0
2096,6632,VIP,0.0
2097,8635,ShoppingMall,0.0
2098,1916,FoodCourt,10455.0
2099,1480,Cabin_num,1163
2100,1480,Deck_A,0.0
2101,1480,Deck_B,0.0
2102,1480,Deck_C,0.0
2103,1480,Deck_D,0.0
2104,1480,Deck_E,0.0
2105,1480,Deck_F,1.0
2106,1480,Deck_G,0.0
2107,1480,Deck_T,0.0
2108,1480,Side_P,0.0
2109,1480,Side_S,1.0
2110,3689,CryoSleep,1.0
2111,1343,ShoppingMall,328.0
2112,6006,HomePlanet_Earth,1.0
2113,6006,HomePlanet_Europa,0.0
2114,6006,HomePlanet_Mars,0.0
2115,1879,RoomService,1166.0
2116,4472,FoodCourt,0.0
2117,5467,HomePlanet_Earth,0.0
2118,5467,HomePlanet_Europa,1.0
2119,5467,HomePlanet_Mars,0.0
2120,8176,RoomService,836.0
2121,2127,ShoppingMall,451.0
2122,5010,CryoSleep,0.0
2123,5833,ShoppingMall,0.0
2124,3328,HomePlanet_Earth,1.0
2125,3328,HomePlanet_Europa,0.0
2126,3328,HomePlanet_Mars,0.0
2127,939,Destination_55 Cancri e,0.0
2128,939,Destination_PSO J318.5-22,0.0
2129,939,Destination_TRAPPIST-1e,1.0
2130,5124,RoomService,0.0
2131,1874,CryoSleep,0.0
2132,3807,ShoppingMall,2460.0
2133,1543,VRDeck,0.0
2134,654,Age,38.0
2135,2594,RoomService,462.0
2136,5349,VIP,0.0
2137,4882,CryoSleep,1.0
2138,3177,VIP,0.0
2139,2301,ShoppingMall,880.0
2140,4546,FoodCourt,0.0
2141,4546,Cabin_num,481
2142,4546,Deck_A,0.0
2143,4546,Deck_B,0.0
2144,4546,Deck_C,0.0
2145,4546,Deck_D,0.0
2146,4546,Deck_E,1.0
2147,4546,Deck_F,0.0
2148,4546,Deck_G,0.0
2149,4546,Deck_T,0.0
2150,4546,Side_P,1.0
2151,4546,Side_S,0.0
2152,2317,Cabin_num,426
2153,2317,Deck_A,0.0
2154,2317,Deck_B,0.0
2155,2317,Deck_C,0.0
2156,2317,Deck_D,0.0
2157,2317,Deck_E,0.0
2158,2317,Deck_F,0.0
2159,2317,Deck_G,1.0
2160,2317,Deck_T,0.0
2161,2317,Side_P,0.0
2162,2317,Side_S,1.0
2163,7541,HomePlanet_Earth,1.0
2164,7541,HomePlanet_Europa,0.0
2165,7541,HomePlanet_Mars,0.0
2166,5207,CryoSleep,0.0
2167,1385,CryoSleep,1.0
2168,1385,VIP,0.0
2169,1030,VIP,0.0
2170,1996,Age,25.0
2171,5070,FoodCourt,743.0
2172,6308,ShoppingMall,826.0
2173,3974,CryoSleep,0.0
2174,5081,HomePlanet_Earth,1.0
2175,5081,HomePlanet_Europa,0.0
2176,5081,HomePlanet_Mars,0.0
2177,1110,ShoppingMall,1155.0
2178,8351,Spa,0.0
2179,2365,Cabin_num,348
2180,2365,Deck_A,0.0
2181,2365,Deck_B,0.0
2182,2365,Deck_C,1.0
2183,2365,Deck_D,0.0
2184,2365,Deck_E,0.0
2185,2365,Deck_F,0.0
2186,2365,Deck_G,0.0
2187,2365,Deck_T,0.0
2188,2365,Side_P,0.0
2189,2365,Side_S,1.0
2190,4096,Cabin_num,416
2191,4096,Deck_A,0.0
2192,4096,Deck_B,0.0
2193,4096,Deck_C,0.0
2194,4096,Deck_D,0.0
2195,4096,Deck_E,0.0
2196,4096,Deck_F,1.0
2197,4096,Deck_G,0.0
2198,4096,Deck_T,0.0
2199,4096,Side_P,1.0
2200,4096,Side_S,0.0
2201,1505,Spa,0.0
2202,7453,HomePlanet_Earth,0.0
2203,7453,HomePlanet_Europa,1.0
2204,7453,HomePlanet_Mars,0.0
2205,571,VRDeck,0.0
2206,847,ShoppingMall,2474.0
2207,3691,CryoSleep,0.0
2208,7935,CryoSleep,0.0
2209,3865,ShoppingMall,1607.0
2210,8287,HomePlanet_Earth,1.0
2211,8287,HomePlanet_Europa,0.0
2212,8287,HomePlanet_Mars,0.0
2213,2058,VRDeck,1371.0
2214,3818,HomePlanet_Earth,1.0
2215,3818,HomePlanet_Europa,0.0
2216,3818,HomePlanet_Mars,0.0
2217,6259,RoomService,0.0
2218,6259,HomePlanet_Earth,0.0
2219,6259,HomePlanet_Europa,1.0
2220,6259,HomePlanet_Mars,0.0
2221,4761,Destination_55 Cancri e,0.0
2222,4761,Destination_PSO J318.5-22,0.0
2223,4761,Destination_TRAPPIST-1e,1.0
2224,5850,Age,18.0
2225,7418,Cabin_num,769
2226,7418,Deck_A,0.0
2227,7418,Deck_B,0.0
2228,7418,Deck_C,0.0
2229,7418,Deck_D,0.0
2230,7418,Deck_E,0.0
2231,7418,Deck_F,0.0
2232,7418,Deck_G,1.0
2233,7418,Deck_T,0.0
2234,7418,Side_P,1.0
2235,7418,Side_S,0.0
2236,6500,Destination_55 Cancri e,1.0
2237,6500,Destination_PSO J318.5-22,0.0
2238,6500,Destination_TRAPPIST-1e,0.0
2239,5459,Destination_55 Cancri e,0.0
2240,5459,Destination_PSO J318.5-22,1.0
2241,5459,Destination_TRAPPIST-1e,0.0
2242,7206,CryoSleep,1.0
2243,7739,Age,27.0
2244,1758,CryoSleep,0.0
2245,2089,VRDeck,132.0
2246,3584,Age,38.0
2247,4317,HomePlanet_Earth,1.0
2248,4317,HomePlanet_Europa,0.0
2249,4317,HomePlanet_Mars,0.0
2250,6918,VRDeck,0.0
2251,2346,Spa,0.0
2252,3260,Age,43.0
2253,6474,CryoSleep,1.0
2254,2348,VIP,0.0
2255,1280,VRDeck,834.0
2256,4515,Cabin_num,1674
2257,4515,Deck_A,0.0
2258,4515,Deck_B,0.0
2259,4515,Deck_C,0.0
2260,4515,Deck_D,0.0
2261,4515,Deck_E,0.0
2262,4515,Deck_F,1.0
2263,4515,Deck_G,0.0
2264,4515,Deck_T,0.0
2265,4515,Side_P,1.0
2266,4515,Side_S,0.0
2267,6478,Age,24.0
2268,6258,VRDeck,137.0
2269,7736,Age,24.0
2270,4305,Age,33.0
2271,3204,ShoppingMall,0.0
2272,6882,RoomService,787.0
2273,6012,Cabin_num,281
2274,6012,Deck_A,0.0
2275,6012,Deck_B,0.0
2276,6012,Deck_C,0.0
2277,6012,Deck_D,0.0
2278,6012,Deck_E,0.0
2279,6012,Deck_F,1.0
2280,6012,Deck_G,0.0
2281,6012,Deck_T,0.0
2282,6012,Side_P,1.0
2283,6012,Side_S,0.0
2284,1850,Spa,455.0
2285,8367,VIP,0.0
2286,3349,CryoSleep,1.0
2287,3355,CryoSleep,0.0
2288,4527,Spa,0.0
2289,6346,VRDeck,0.0
2290,6187,VRDeck,2995.0
2291,910,RoomService,195.0
2292,910,FoodCourt,1086.0
2293,7317,FoodCourt,0.0
2294,531,Destination_55 Cancri e,0.0
2295,531,Destination_PSO J318.5-22,0.0
2296,531,Destination_TRAPPIST-1e,1.0
2297,4748,RoomService,501.0
2298,7358,Cabin_num,347
2299,7358,Deck_A,0.0
2300,7358,Deck_B,0.0
2301,7358,Deck_C,0.0
2302,7358,Deck_D,0.0
2303,7358,Deck_E,0.0
2304,7358,Deck_F,0.0
2305,7358,Deck_G,1.0
2306,7358,Deck_T,0.0
2307,7358,Side_P,1.0
2308,7358,Side_S,0.0
2309,3435,RoomService,0.0
2310,3435,HomePlanet_Earth,0.0
2311,3435,HomePlanet_Europa,0.0
2312,3435,HomePlanet_Mars,1.0
2313,3289,VIP,0.0
2314,3289,RoomService,401.0
2315,5029,RoomService,4213.0
2316,3404,Age,9.0
2317,5142,VRDeck,192.0
2318,1990,Age,28.0
2319,1821,VRDeck,0.0
2320,7601,VRDeck,1304.0
2321,6971,CryoSleep,0.0
2322,6971,ShoppingMall,322.0
2323,49,Destination_55 Cancri e,0.0
2324,49,Destination_PSO J318.5-22,0.0
2325,49,Destination_TRAPPIST-1e,1.0
2326,297,Cabin_num,0
2327,297,Deck_A,0.0
2328,297,Deck_B,0.0
2329,297,Deck_C,0.0
2330,297,Deck_D,0.0
2331,297,Deck_E,0.0
2332,297,Deck_F,0.0
2333,297,Deck_G,1.0
2334,297,Deck_T,0.0
2335,297,Side_P,1.0
2336,297,Side_S,0.0
2337,456,ShoppingMall,0.0
2338,1726,VRDeck,0.0
2339,5018,HomePlanet_Earth,0.0
2340,5018,HomePlanet_Europa,0.0
2341,5018,HomePlanet_Mars,1.0
2342,1324,CryoSleep,0.0
2343,5551,Destination_55 Cancri e,0.0
2344,5551,Destination_PSO J318.5-22,0.0
2345,5551,Destination_TRAPPIST-1e,1.0
2346,113,CryoSleep,1.0
2347,113,VRDeck,0.0
2348,3041,RoomService,233.0
2349,3056,Destination_55 Cancri e,0.0
2350,3056,Destination_PSO J318.5-22,0.0
2351,3056,Destination_TRAPPIST-1e,1.0
2352,2180,FoodCourt,1595.0
2353,3733,Destination_55 Cancri e,0.0
2354,3733,Destination_PSO J318.5-22,0.0
2355,3733,Destination_TRAPPIST-1e,1.0
2356,6000,Age,51.0
2357,6000,ShoppingMall,0.0
2358,6480,Destination_55 Cancri e,0.0
2359,6480,Destination_PSO J318.5-22,0.0
2360,6480,Destination_TRAPPIST-1e,1.0
2361,7318,HomePlanet_Earth,1.0
2362,7318,HomePlanet_Europa,0.0
2363,7318,HomePlanet_Mars,0.0
2364,5233,VIP,0.0
2365,1507,VRDeck,351.0
2366,1446,FoodCourt,0.0
2367,6554,Destination_55 Cancri e,0.0
2368,6554,Destination_PSO J318.5-22,0.0
2369,6554,Destination_TRAPPIST-1e,1.0
2370,2876,FoodCourt,0.0
2371,4677,CryoSleep,0.0
2372,4235,VRDeck,4369.0
2373,8039,VIP,0.0
2374,2526,Destination_55 Cancri e,0.0
2375,2526,Destination_PSO J318.5-22,0.0
2376,2526,Destination_TRAPPIST-1e,1.0
2377,5073,ShoppingMall,935.0
2378,5746,VIP,0.0
2379,3916,Cabin_num,240
2380,3916,Deck_A,0.0
2381,3916,Deck_B,1.0
2382,3916,Deck_C,0.0
2383,3916,Deck_D,0.0
2384,3916,Deck_E,0.0
2385,3916,Deck_F,0.0
2386,3916,Deck_G,0.0
2387,3916,Deck_T,0.0
2388,3916,Side_P,1.0
2389,3916,Side_S,0.0
2390,438,Cabin_num,477
2391,438,Deck_A,0.0
2392,438,Deck_B,0.0
2393,438,Deck_C,0.0
2394,438,Deck_D,0.0
2395,438,Deck_E,0.0
2396,438,Deck_F,0.0
2397,438,Deck_G,1.0
2398,438,Deck_T,0.0
2399,438,Side_P,0.0
2400,438,Side_S,1.0
2401,4125,Destination_55 Cancri e,0.0
2402,4125,Destination_PSO J318.5-22,0.0
2403,4125,Destination_TRAPPIST-1e,1.0
2404,4130,Destination_55 Cancri e,0.0
2405,4130,Destination_PSO J318.5-22,0.0
2406,4130,Destination_TRAPPIST-1e,1.0
2407,3153,VRDeck,0.0
2408,3390,Age,24.0
2409,4582,Age,30.0
2410,7974,FoodCourt,2815.0
2411,7158,Destination_55 Cancri e,0.0
2412,7158,Destination_PSO J318.5-22,0.0
2413,7158,Destination_TRAPPIST-1e,1.0
2414,5169,Age,25.0
2415,6909,VIP,0.0
2416,7597,CryoSleep,0.0
2417,3703,Cabin_num,287
2418,3703,Deck_A,0.0
2419,3703,Deck_B,1.0
2420,3703,Deck_C,0.0
2421,3703,Deck_D,0.0
2422,3703,Deck_E,0.0
2423,3703,Deck_F,0.0
2424,3703,Deck_G,0.0
2425,3703,Deck_T,0.0
2426,3703,Side_P,0.0
2427,3703,Side_S,1.0
2428,2275,VIP,0.0
2429,2208,Destination_55 Cancri e,0.0
2430,2208,Destination_PSO J318.5-22,0.0
2431,2208,Destination_TRAPPIST-1e,1.0
2432,1762,VIP,0.0
2433,970,ShoppingMall,2230.0
2434,117,VRDeck,0.0
2435,8614,CryoSleep,1.0
2436,6013,HomePlanet_Earth,1.0
2437,6013,HomePlanet_Europa,0.0
2438,6013,HomePlanet_Mars,0.0
2439,8571,Spa,0.0
2440,6937,Spa,0.0
2441,5829,VIP,0.0
2442,879,Destination_55 Cancri e,0.0
2443,879,Destination_PSO J318.5-22,1.0
2444,879,Destination_TRAPPIST-1e,0.0
2445,1205,Age,14.0
2446,1205,FoodCourt,0.0
2447,1205,Destination_55 Cancri e,0.0
2448,1205,Destination_PSO J318.5-22,0.0
2449,1205,Destination_TRAPPIST-1e,1.0
2450,4550,ShoppingMall,1912.0
2451,4550,HomePlanet_Earth,0.0
2452,4550,HomePlanet_Europa,0.0
2453,4550,HomePlanet_Mars,1.0
2454,584,VIP,0.0
2455,229,Cabin_num,1676
2456,229,Deck_A,0.0
2457,229,Deck_B,0.0
2458,229,Deck_C,0.0
2459,229,Deck_D,0.0
2460,229,Deck_E,0.0
2461,229,Deck_F,1.0
2462,229,Deck_G,0.0
2463,229,Deck_T,0.0
2464,229,Side_P,0.0
2465,229,Side_S,1.0
2466,3809,CryoSleep,0.0
2467,2781,Destination_55 Cancri e,0.0
2468,2781,Destination_PSO J318.5-22,0.0
2469,2781,Destination_TRAPPIST-1e,1.0
2470,2244,Destination_55 Cancri e,0.0
2471,2244,Destination_PSO J318.5-22,0.0
2472,2244,Destination_TRAPPIST-1e,1.0
2473,2295,RoomService,55.0
2474,835,FoodCourt,1185.0
2475,6530,VIP,0.0
2476,8041,Cabin_num,1119
2477,8041,Deck_A,0.0
2478,8041,Deck_B,0.0
2479,8041,Deck_C,0.0
2480,8041,Deck_D,0.0
2481,8041,Deck_E,0.0
